"","batch","cell_type","individual_id","sex","age","Residuals"
"7907104",0,0.52342495299679,0.144519379054362,8.90038527583948e-14,0.00027211896760119,0.331783548981158
"7907124",0,0.261459516303993,0.154245438901373,1.01054048209392e-10,0.000104607194912127,0.584190437498667
"7907135",1.53579926645206e-13,0.832148570346679,0.0353793788661374,5.72439840498247e-12,0.000183825426669683,0.132288225354636
"7907146",0,0.700288801016064,0.0373415386270287,8.56299972480431e-14,0.000734875449486879,0.261634784907335
"7907156",0,0.265849751120544,0.00314617859825547,5.29634108075009e-13,0.00211674673441816,0.728887323546253
"7907160",0,0.743823901588033,0.0282729851339353,1.03240354057991e-12,0.000922429235318874,0.22698068404168
"7907171",0,0.262917121611832,0.24313873786226,2.35089630919053e-13,3.85703923080581e-06,0.493940283486442
"7907183",0,0.5882940106975,0.0770360669657337,1.35696392293628e-14,0.000123005089821445,0.334546917246931
"7907213",0,0.316391685185537,0.205723730137138,2.84752530426618e-13,3.04684050268021e-05,0.477854116272013
"7907222",0,0.250141202082967,0.032634299021549,2.27272453566229e-12,0.00157565650038693,0.715648842392824
"7907232",0,0.037537437280499,0.0498090920520052,5.11945212027757e-13,5.03390357733567e-05,0.91260313163121
"7907249",0,0.442265492682974,0.00143133476748447,4.32280098652753e-13,9.26883095884195e-05,0.55621048423952
"7907260",1.24074613474379e-10,0.39601815382724,0.04621229973653,1.65638687373463e-11,2.19274164773572e-05,0.557747618879115
"7907271",0,0.374133473262827,0.0437642055005995,4.09378082490806e-11,1.49956158729626e-05,0.582087325579762
"7907286",0,0.517177576976219,0,1.9923980712481e-10,0.000455501079395393,0.482366921745146
"7907297",1.72115972874125e-09,0.00124531427013995,0.219346574767382,1.73452607594415e-11,0.000896221321392062,0.778511887902581
"7907310",0,0.0462283811311525,0.252357379438052,2.29838643184688e-13,0.000317626804061372,0.701096612626504
"7907353",0,0.205338334696788,0.192643321592115,2.76264282067244e-13,0.000159551305957611,0.601858792404863
"7907370",0,0.334653595152402,0.0207328656237851,1.26807583652297e-10,0.000268837488649888,0.644344701608356
"7907396",0,0.326262889919084,0.0726720166568194,4.11214700742589e-13,0.00142208821176107,0.599643005211925
"7907404",8.34170459286018e-11,0.0903268758858557,0.238917943754961,3.02331681289609e-11,0.000663999738386186,0.670091180507146
"7907430",0,0.22324041909286,0,1.3163263842553e-10,0.010566370341412,0.766193210434096
"7907439",0,0.72092389121023,0.0588833245747307,8.16077268347704e-14,0.00111467207129681,0.21907811214366
"7907445",0,0.105303968944683,0.225085737944907,5.2864533296553e-13,9.05378841494078e-05,0.669519755225732
"7907466",0,0.615881095279343,0.0540799695384644,1.03147003226004e-14,0.00161409593201226,0.32842483925017
"7907486",0,0.0156932940867133,0.187021671175564,1.2121173198968e-10,0.00345690681232184,0.793828127804189
"7907492",0,0.205638853965019,0.268483428468514,2.32285324908116e-13,0.000301435940677633,0.525576281625557
"7907531",0,0.0171284155525833,0.278522924236402,8.75549835960443e-13,0.00322156915634052,0.701127091053798
"7907537",1.50533218073065e-09,0.227404934700094,0.0532301206965385,5.40674563835859e-11,0.00275359193358946,0.716611351110379
"7907549",0,0.589078812975197,0.0380548209145877,5.30876297694543e-13,6.70443576926711e-05,0.372799321751991
"7907572",0,0.667685670155574,0.0399382327816849,9.74909255001519e-13,0.000540555971723413,0.291835541090042
"7907601",0,0.454560286286654,0.0274282653420228,1.63732948024109e-10,0.000828756883829375,0.517182691323761
"7907611",0,0.878170243924105,0.00522421988075218,5.01238048746325e-12,0.000597288021814025,0.116008248168316
"7907633",0,0.0563793848928382,0.0211026741054511,4.10895480964395e-15,0.000916993140398388,0.921600947861308
"7907649",0,0.446326523708133,0.0398766790858373,2.8764401696832e-12,0.000244039131730512,0.513552758071423
"7907680",0,0.706921423948465,0.0526481369402649,1.02750422747061e-13,9.74943528033847e-05,0.240332944758364
"7907690",0,0.925279360238118,0.0102652814354655,1.73008273926287e-17,0.000213042267253116,0.0642423160591638
"7907702",0,0.843433969373592,0.031729556580368,1.91865343703845e-14,0.000134903310963498,0.124701570735057
"7907719",0,0.779043185927864,0.0118647210687859,1.50723580124805e-13,0.000163195928421753,0.208928897074778
"7907749",8.70121565460586e-12,0.218311268455752,0.0315336990948711,1.04307496192037e-12,0.000635951931607309,0.749519080508026
"7907769",0,0.11076347512282,0.0854300540344528,1.397761053707e-10,0.000549497496600047,0.803256973206351
"7907773",0,0.810603950730876,0.0502617682316027,3.02512814355693e-14,0.000691213081061792,0.138443067956429
"7907790",0,0.216784810883049,0.242897153467728,2.29055142904019e-13,0.000457422687946886,0.539860612961048
"7907830",0,0.95948473236075,0.00790449588495614,1.2110487623678e-15,0.000134122751750225,0.0324766490025428
"7907849",0,0.260856614854426,0.0419327226963252,5.04468719974976e-13,0.000158043164765986,0.697052619283978
"7907861",0,0.709935503110698,0.0828326678614257,3.4282949583555e-11,0.00136245541370481,0.205869373579889
"7907882",4.64922207931468e-13,0.464630691595253,0.0335727599670257,1.59532667826536e-10,0.000113859155407475,0.501682689122317
"7907893",0,0.850336750273244,0.0435355426276799,5.14236011209836e-12,0.000206336940437669,0.105921370153496
"7907904",0,0.751886542314344,0.0408568044708853,1.0254436255752e-13,0.000281588092643692,0.206975065122024
"7907907",0,0.699319175708073,0.00140218622032615,2.02035765728269e-13,3.48580787223598e-06,0.299275152263527
"7907911",0,0.70113589941933,0.0208400826654235,6.76467923709385e-11,0.000280481880288013,0.277743535967312
"7907972",3.83888576421752e-09,0.199378273356073,0.0730002630469495,4.68890359025403e-11,0.000521256477703912,0.727100203233499
"7907977",0,0.6257070351797,0.0114477555143005,1.8238520466342e-12,9.72465672938807e-05,0.362747962736881
"7907986",0,0.758771074448785,0.0165616964735177,1.18451965540118e-13,9.34229851386319e-05,0.22457380609244
"7908003",1.5842421612716e-11,0.981865018389814,0.00132825045988423,1.86640181117735e-12,1.13958524919358e-05,0.0167953352801013
"7908022",0,0.130622094702495,0.1913622619464,2.89988788155702e-13,0.000430300310533199,0.677585343040282
"7908041",0,0.745698938020205,0.013004818893472,5.83566688711869e-11,0.000484883996610152,0.240811359031356
"7908072",0,0.653347646613549,0,2.02309280303014e-12,7.6301884125847e-06,0.346644723196015
"7908097",0,0.675383313110995,0.0833422341895739,1.00091954514467e-13,0.000497674611587416,0.240776778087744
"7908125",0,0.552580746762193,0.0378867179633712,2.98698488149942e-10,0.00625313541464232,0.403279399561095
"7908147",0,0.128344775153138,0.17327129000288,1.20229656633948e-10,0.000837391412706779,0.697546543311046
"7908161",5.06909190247535e-08,0.21896902886145,0.0865784298994851,2.99060855245313e-11,0.0096085035388526,0.684843986979388
"7908169",4.41772863964133e-13,0.575987520081543,0.124828758899526,1.26432326936296e-12,0.0011944331234499,0.297989287893774
"7908178",8.79765770071926e-11,0.00197244321441319,0.232234963255084,2.26556256931556e-11,0.000818813552290237,0.76497377986758
"7908204",0,0.543996916078557,0.0179729199999324,1.29499660323298e-12,5.94922344494005e-06,0.438024214696771
"7908312",0,0.831241683033136,0.00360622601186443,1.23042697614317e-12,0.000371380164308947,0.16478071078946
"7908330",0,0.306999069316441,0.224978996088294,2.12982208017374e-13,0.000475485209120986,0.467546449385931
"7908351",0,0.974325045663385,0,1.19728544323926e-12,4.43497848253928e-05,0.0256306045505925
"7908371",4.28685711858565e-09,0.0431166943421326,0.0881351152565215,1.25139068103174e-11,3.15583041010564e-05,0.868716627797874
"7908382",0,0.702625624824962,0,3.8108397283325e-13,5.03871969930296e-05,0.297323987977664
"7908388",0,0.636408877692796,0.0256298014427119,1.53099934872873e-10,4.90465110280864e-05,0.337912274200364
"7908397",1.61112672574129e-39,0.223788537167079,0,1.30043941802855e-12,0.000172310119308921,0.776039152712311
"7908407",0,0.785327176594901,0.0451303752244154,8.073844997715e-14,0.000298764872143641,0.169243683308459
"7908409",0,0.978258385475447,0.00106699819412819,6.14202595336092e-14,7.39511311481879e-05,0.0206006651992154
"7908421",0,0.19016091541267,0.25091068554233,8.08837707353074e-11,0.000100021865769493,0.558828377098347
"7908437",1.30321197012339e-10,0.00194813404443523,0.351973843569766,1.95536174755418e-11,0.000356201106296319,0.645721821129628
"7908459",5.42041266238673e-10,0.169819778531308,3.6261000023215e-07,1.21256740346548e-11,0.0577008197808379,0.772479038523687
